eps1         u           sigma3       sigma3'     sigma1       sigma1'     p           q
[%]         [kPa]        [kPa]        [kPa]       [kPa]        [kPa]       [kPa]       [kPa] 

5.2291      529.6231     550.0881     20.4651     582.6320     53.0089     31.3130     32.5439
5.2578      529.6796     550.0543     20.3747     582.6398     52.9602     31.2365     32.5854
5.2838      529.6344     550.0543     20.4200     582.6823     53.0479     31.2959     32.6280
5.3103      529.6344     550.0881     20.4537     582.7687     53.1343     31.3473     32.6805
5.3371      529.6683     550.0881     20.4198     582.8314     53.1631     31.3342     32.7433
5.3656      529.6231     550.0543     20.4313     582.8391     53.2161     31.3595     32.7848
5.3959      529.6683     550.0543     20.3860     582.8903     53.2220     31.3313     32.8359
5.4249      529.6457     550.0543     20.4086     582.9316     53.2859     31.3677     32.8773
5.4530      529.6344     550.0543     20.4200     582.9629     53.3285     31.3895     32.9086
5.4809      529.7249     550.0206     20.2957     583.0015     53.2767     31.2893     32.9810
5.5103      529.6118     550.0206     20.4088     583.0221     53.4103     31.4093     33.0015
5.5384      529.6231     550.0206     20.3975     583.0636     53.4405     31.4118     33.0430
5.5649      529.6118     550.0206     20.4088     583.0953     53.4835     31.4337     33.0747
5.5923      529.6344     550.0206     20.3862     583.1883     53.5539     31.4421     33.1677
5.6206      529.6231     549.9868     20.3637     583.1855     53.5624     31.4299     33.1988
5.6499      529.6231     549.9868     20.3637     583.2469     53.6239     31.4504     33.2602
5.6781      529.6344     550.0206     20.3862     583.3118     53.6774     31.4832     33.2912
5.7072      529.6344     550.0206     20.3862     583.3732     53.7388     31.5037     33.3527
5.7342      529.6344     549.9868     20.3524     583.3811     53.7467     31.4838     33.3943
5.7623      529.6231     550.0543     20.4313     583.5103     53.8873     31.5833     33.4560
5.7888      529.6344     550.0543     20.4200     583.5214     53.8870     31.5756     33.4670
5.8184      529.6344     550.0206     20.3862     583.5487     53.9143     31.5622     33.5282
5.8457      529.6909     550.0543     20.3634     583.6137     53.9227     31.5499     33.5593
5.8750      529.6118     550.0206     20.4088     583.6512     54.0394     31.6190     33.6307
5.9038      529.7136     549.9868     20.2732     583.6481     53.9345     31.4936     33.6613
5.9305      529.7023     550.0206     20.3183     583.7336     54.0313     31.5560     33.7130
5.9590      529.6344     549.9868     20.3524     583.7611     54.1267     31.6105     33.7743
5.9878      529.6118     550.0206     20.4088     583.8356     54.2238     31.6805     33.8150
6.0167      529.6231     550.0543     20.4313     583.9100     54.2869     31.7165     33.8557
6.0442      529.6909     550.0206     20.3296     583.9275     54.2366     31.6319     33.9070
